№;Регистрационный номер;Дата регистрации;Возраст компании, лет;Дата ликвидации;Организационно-правовая форма;Форма собственности;2020, Среднесписочная численность работников;2021, Среднесписочная численность работников;2022, Среднесписочная численность работников;2023, Среднесписочная численность работников;2024, Среднесписочная численность работников;Важная информация;Реестры СПАРКа;2020, Доходы, RUB;2021, Доходы, RUB;2022, Доходы, RUB;2023, Доходы, RUB;2024, Доходы, RUB;2020, Активы  всего, RUB;2021, Активы  всего, RUB;2022, Активы  всего, RUB;2023, Активы  всего, RUB;2024, Активы  всего, RUB;2020, Совокупный долг, RUB;2021, Совокупный долг, RUB;2022, Совокупный долг, RUB;2023, Совокупный долг, RUB;2024, Совокупный долг, RUB;2020, Выручка, RUB;2021, Выручка, RUB;2022, Выручка, RUB;2023, Выручка, RUB;2024, Выручка, RUB;2024, Чистая прибыль (убыток), RUB
65;1191690036955;23.04.2019;6;10.03.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;41;42;6;;Ликвидировано (10.03.2025).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Реестр резидентов территорий опережающего социально-экономического развития""";22 490 000;25 612 000;47 395 000;139 830 000;560 000;145 183 000;114 447 000;100 924 000;44 710 000;29 158 000;123 982 000;130 140 000;125 678 000;30 707 000;21 229 000;;24 767 000;25 853 000;1 520 000;;-6 020 000
66;1172536024561;04.07.2017;8;03.09.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;15;17;22;26;;Ликвидировано (03.09.2024).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";20 411 000;33 343 000;59 760 000;80 404 000;;778 000;1 412 000;1 558 000;3 127 000;;;183 000;2 000;396 000;;20 411 000;33 343 000;59 760 000;80 404 000;;
67;1116183001780;15.06.2011;14;07.11.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;72;47;23;;;Ликвидировано (07.11.2023).;;1 813 628 000;2 024 445 000;950 990 000;;;661 413 000;744 700 000;219 527 000;;;590 498 000;669 855 000;218 813 000;;;1 809 999 000;2 017 286 000;937 978 000;;;
68;1120271000288;06.08.2012;13;14.05.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;57;49;33;8;;Прекратило деятельность при присоединении (14.05.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";248 874 000;186 944 000;144 372 000;27 722 000;;28 122 000;23 442 000;17 553 000;55 000;;27 509 000;22 829 000;16 940 000;;;248 874 000;186 944 000;144 372 000;27 722 000;;
69;1106367000046;12.01.2010;15;13.01.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;27;21;12;;;Ликвидировано (13.01.2023).;;154 433 000;134 829 000;;;;37 157 000;30 542 000;;;;20 471 000;19 178 000;;;;153 152 000;133 642 000;;;;
70;1106367000068;12.01.2010;15;17.01.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;30;17;12;;;Ликвидировано (17.01.2023).;;175 165 000;132 077 000;;;;18 235 000;29 610 000;;;;5 502 000;6 880 000;;;;174 129 000;130 219 000;;;;
71;1106367000057;12.01.2010;15;28.07.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;27;17;;;;Ликвидировано (28.07.2022).;;95 948 000;71 776 000;;;;17 921 000;10 499 000;;;;15 191 000;5 664 000;;;;95 143 000;71 403 000;;;;
72;1176196018536;18.04.2017;8;06.06.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;287;327;316;307;331;Прекратило деятельность при присоединении (06.06.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";1 389 470 000;3 298 434 000;2 712 620 000;3 872 000 000;5 493 754 000;1 806 552 000;1 999 407 000;2 261 671 000;2 552 979 000;1 952 465 000;1 682 955 000;1 841 223 000;2 145 938 000;2 418 382 000;1 619 254 000;1 315 190 000;2 341 482 000;2 233 030 000;3 506 806 000;4 988 060 000;136 074 000
73;1122540001407;29.02.2012;13;24.02.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;34;15;;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (24.02.2025).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Перечень лиц, на которых распространялось действие моратория на банкротство""";66 384 000;2 071 000;;;;64 581 000;59 269 000;;;;15 617 000;13 475 000;;;;66 102 000;2 059 000;;;;
74;1142543014943;26.08.2014;11;29.03.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;79;41;;;;Ликвидировано (29.03.2023).;;519 298 000;315 865 000;112 392 000;;;454 816 000;53 064 000;3 872 000;;;524 809 000;130 575 000;23 000;;;518 109 000;276 672 000;33 445 000;;;
75;1216100022654;13.08.2021;4;30.07.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;3;28;29;29;Прекратило деятельность при присоединении (30.07.2025).;;;41 810 000;169 152 000;198 146 000;212 526 000;;58 965 000;78 016 000;81 969 000;73 069 000;;50 203 000;53 947 000;56 849 000;46 092 000;;41 790 000;167 633 000;196 519 000;211 371 000;1 857 000
76;1146318004304;17.06.2014;11;27.11.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;73;64;54;20;;Ликвидировано (27.11.2023).;"""Реестр операторов, осуществляющих обработку персональных данных""";33 841 000;48 532 000;46 211 000;;;4 023 000;6 044 000;4 238 000;;;844 000;1 268 000;331 000;;;33 841 000;48 532 000;46 211 000;;;
77;1125837002730;11.10.2012;13;16.03.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;45;36;;;;Ликвидировано (16.03.2022).;;365 579 000;230 661 000;;;;144 164 000;2 442 000;;;;31 381 000;2 004 000;;;;333 333 000;230 062 000;;;;
78;1121328001849;19.12.2012;12;25.01.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;22;20;10;;;Ликвидировано (25.01.2023).;;109 406 000;105 364 000;;;;38 762 000;27 376 000;;;;16 398 000;16 612 000;;;;108 710 000;104 965 000;;;;
79;1152224001016;27.02.2015;10;01.10.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;56;42;46;57;52;Прекратило деятельность при присоединении (01.10.2025).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Реестр субъектов малого и среднего предпринимательства (Дата включения 01.08.2016, Категория: Малое предприятие)""";94 226 000;148 577 000;182 349 000;186 557 000;206 163 000;182 000;23 854 000;29 342 000;42 650 000;62 464 000;172 000;34 308 000;33 022 000;43 281 000;66 304 000;94 226 000;147 464 000;178 440 000;184 406 000;204 617 000;390 000
80;1149102063660;14.12.2010;14;19.07.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;24;35;18;19;;Исключение юридического лица из ЕГРЮЛ в связи с наличием оснований, предусмотренных статьей 21.3 Федерального закона от 08.08.2001 № 129-ФЗ «О государственной регистрации юридических лиц и индивидуальных предпринимателей» (19.07.2024).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";21 263 000;28 272 000;25 064 000;31 967 000;;1 059 000;1 712 000;918 000;829 000;;1 049 000;1 483 000;793 000;863 000;;21 263 000;28 272 000;25 064 000;31 959 000;;
