№;Регистрационный номер;Дата регистрации;Возраст компании, лет;Дата ликвидации;Организационно-правовая форма;Форма собственности;2020, Среднесписочная численность работников;2021, Среднесписочная численность работников;2022, Среднесписочная численность работников;2023, Среднесписочная численность работников;2024, Среднесписочная численность работников;Важная информация;Реестры СПАРКа;2020, Доходы, RUB;2021, Доходы, RUB;2022, Доходы, RUB;2023, Доходы, RUB;2024, Доходы, RUB;2020, Активы  всего, RUB;2021, Активы  всего, RUB;2022, Активы  всего, RUB;2023, Активы  всего, RUB;2024, Активы  всего, RUB;2020, Совокупный долг, RUB;2021, Совокупный долг, RUB;2022, Совокупный долг, RUB;2023, Совокупный долг, RUB;2024, Совокупный долг, RUB;2020, Выручка, RUB;2021, Выручка, RUB;2022, Выручка, RUB;2023, Выручка, RUB;2024, Выручка, RUB;2024, Чистая прибыль (убыток), RUB
2 384;1155027004604;08.05.2015;10;14.02.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;19;21;16;10;6;Ликвидировано (14.02.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";74 917 000;199 906 000;219 143 000;247 752 000;;1 808 000;37 580 000;207 612 000;400 301 000;;9 027 000;14 037 000;14 127 000;8 441 000;;74 917 000;199 883 000;214 326 000;241 684 000;;
2 385;5157746159467;10.12.2015;9;28.03.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;21;18;18;;;Ликвидировано вследствие банкротства (28.03.2024).;;695 652 000;617 304 000;151 051 000;;;284 247 000;359 418 000;279 833 000;;;274 052 000;340 502 000;259 576 000;;;695 630 000;617 191 000;150 937 000;;;
2 386;1197154005070;02.04.2019;6;06.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;16;16;1;;;Ликвидировано вследствие банкротства (06.12.2024).;;231 336 000;232 660 000;;;;93 149 000;40 292 000;;;;91 908 000;37 664 000;;;;226 101 000;215 976 000;;;;
2 387;1211600022501;23.03.2021;4;25.09.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;21;79;70;;Ликвидировано (25.09.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";;13 392 000;63 307 000;60 512 000;;;2 759 000;6 515 000;4 332 000;;;2 745 000;5 037 000;3 341 000;;;13 392 000;51 131 000;43 627 000;;
2 388;1205000031631;30.03.2020;5;20.11.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;33;22;;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (20.11.2023).;;8 808 000;7 390 000;;;;7 304 000;14 178 000;;;;11 049 000;23 347 000;;;;8 808 000;6 520 000;;;;
2 389;1197746292314;26.04.2019;6;02.05.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;1;22;22;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (02.05.2024).;;;330 059 000;854 201 000;;;1 702 000;13 290 000;21 112 000;;;1 476 000;12 442 000;19 752 000;;;;329 437 000;853 689 000;;;
2 390;1157847421401;08.12.2015;9;18.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;59;66;61;47;33;Ликвидировано (18.12.2024).;"""Реестр аккредитованных организаций, осуществляющих деятельность в области информационных технологий""";119 478 000;126 772 000;89 953 000;154 860 000;;49 422 000;56 326 000;23 978 000;47 950 000;;16 234 000;21 502 000;32 840 000;22 676 000;;119 475 000;126 680 000;89 953 000;154 860 000;;
2 391;5187746000646;13.12.2018;6;29.06.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;35;19;5;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (29.06.2023).;;73 668 000;21 789 000;;;;50 740 000;52 927 000;;;;50 460 000;52 783 000;;;;73 607 000;21 773 000;;;;
2 392;1192536016750;20.05.2019;6;26.09.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;8;18;15;;Ликвидировано (26.09.2024).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";9 113 000;13 948 000;;55 946 000;;4 274 000;3 893 000;;22 017 000;;2 889 000;1 322 000;;22 194 000;;9 113 000;13 948 000;;55 946 000;;
2 393;1107232000853;19.01.2010;15;26.01.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;24;16;3;;;Ликвидировано (26.01.2023).;;51 917 000;58 882 000;40 333 000;15 000;;36 231 000;27 348 000;1 000;;;34 034 000;31 000 000;14 000;;;51 819 000;55 991 000;40 038 000;;;
2 394;1185476079766;21.09.2018;7;04.08.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;30;25;5;;;Ликвидировано (04.08.2023).;;71 815 000;30 225 000;10 182 000;683 000;;51 107 000;26 979 000;5 356 000;;;14 230 000;9 199 000;33 000;;;71 397 000;30 074 000;8 481 000;;;
2 395;1141841038624;23.12.2014;10;17.10.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;29;28;26;16;;Ликвидировано (17.10.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";58 977 000;32 290 000;37 911 000;23 685 000;;91 669 000;81 323 000;81 438 000;13 743 000;;33 450 000;26 867 000;26 885 000;2 209 000;;54 794 000;31 391 000;37 087 000;12 391 000;;
2 396;1137746313165;08.04.2013;12;02.06.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;37;36;34;34;39;Прекратило деятельность при присоединении (02.06.2025).;;27 639 000;28 057 000;27 750 000;31 921 000;41 901 000;17 072 000;27 189 000;36 992 000;50 395 000;66 408 000;1 898 000;2 444 000;3 055 000;2 346 000;8 924 000;27 636 000;27 858 000;27 299 000;31 085 000;39 975 000;9 435 000
2 397;1141832004038;23.07.2014;11;02.07.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;24;8;31;23;12;Прекратило деятельность при присоединении (02.07.2025).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Перечень работодателей, деятельность которых отнесена к категории значительного риска""";90 470 000;63 214 000;191 446 000;173 823 000;318 020 000;109 063 000;120 402 000;112 257 000;165 999 000;226 570 000;79 393 000;80 255 000;59 781 000;78 310 000;61 087 000;89 436 000;61 599 000;191 104 000;172 566 000;306 766 000;77 794 000
2 398;1195476084759;25.11.2019;5;16.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;43;45;36;;;Исключение из ЕГРЮЛ недействующего юридического лица (16.12.2024).;;36 215 000;33 240 000;26 970 000;;;7 505 000;9 636 000;7 185 000;;;1 619 000;1 578 000;286 000;;;36 215 000;33 240 000;26 970 000;;;
2 399;1157746780256;24.08.2015;10;16.12.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;18;22;9;;;Ликвидировано (16.12.2022).;;15 070 000;23 702 000;;;;1 845 000;3 549 000;;;;375 000;2 417 000;;;;15 070 000;23 352 000;;;;
2 400;1165543097015;14.12.2016;8;29.08.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;27;27;24;20;1;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (29.08.2025).;;10 924 000;11 496 000;12 326 000;11 762 000;9 000;975 000;1 371 000;878 000;526 000;57 000;662 000;666 000;52 000;54 000;4 000;10 923 000;11 496 000;12 326 000;11 762 000;;-419 000
2 401;1147847014413;21.01.2014;11;07.03.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;38;42;44;30;;Исключение юридического лица из ЕГРЮЛ в связи с наличием оснований, предусмотренных статьей 21.3 Федерального закона от 08.08.2001 № 129-ФЗ «О государственной регистрации юридических лиц и индивидуальных предпринимателей» (07.03.2025).;;79 487 000;103 123 000;139 956 000;109 039 000;1 988 000;9 206 000;8 266 000;14 254 000;7 286 000;192 000;361 000;202 000;645 000;2 614 000;47 000;79 487 000;103 110 000;139 936 000;108 993 000;95 000;-2 601 000
